,Store,Date,Dept,Weekly_Sales,Fuel_Price,IsHoliday,CPI,Unemployment,month-year
202827,22,2010-02-05,32.0,5538.94,2.788,0,135.3524608,8.283,2010-02-01
202828,22,2010-02-05,34.0,21563.0,2.788,0,135.3524608,8.283,2010-02-01
202829,22,2010-02-05,3.0,11113.54,2.788,0,135.3524608,8.283,2010-02-01
202830,22,2010-02-05,13.0,37684.16,2.788,0,135.3524608,8.283,2010-02-01
202831,22,2010-02-05,59.0,717.91,2.788,0,135.3524608,8.283,2010-02-01
202832,22,2010-02-05,36.0,438.0,2.788,0,135.3524608,8.283,2010-02-01
202833,22,2010-02-05,21.0,5943.33,2.788,0,135.3524608,8.283,2010-02-01
202834,22,2010-02-05,7.0,18882.15,2.788,0,135.3524608,8.283,2010-02-01
202835,22,2010-02-05,23.0,25197.95,2.788,0,135.3524608,8.283,2010-02-01
202836,22,2010-02-05,9.0,14965.71,2.788,0,135.3524608,8.283,2010-02-01
87820,10,2010-02-26,10.0,50028.83,2.825,0,126.5522857,9.765,2010-02-01
202837,22,2010-02-05,85.0,2116.5,2.788,0,135.3524608,8.283,2010-02-01
87819,10,2010-02-26,44.0,9481.72,2.825,0,126.5522857,9.765,2010-02-01
87817,10,2010-02-26,36.0,2004.0,2.825,0,126.5522857,9.765,2010-02-01
87802,10,2010-02-26,71.0,18660.68,2.825,0,126.5522857,9.765,2010-02-01
87803,10,2010-02-26,67.0,12241.38,2.825,0,126.5522857,9.765,2010-02-01
87804,10,2010-02-26,58.0,2844.0,2.825,0,126.5522857,9.765,2010-02-01
87805,10,2010-02-26,26.0,20059.04,2.825,0,126.5522857,9.765,2010-02-01
87806,10,2010-02-26,41.0,3444.13,2.825,0,126.5522857,9.765,2010-02-01
87807,10,2010-02-26,24.0,15831.71,2.825,0,126.5522857,9.765,2010-02-01
87808,10,2010-02-26,80.0,125.5,2.825,0,126.5522857,9.765,2010-02-01
87809,10,2010-02-26,94.0,-12.74,2.825,0,126.5522857,9.765,2010-02-01
87810,10,2010-02-26,79.0,48671.11,2.825,0,126.5522857,9.765,2010-02-01
87811,10,2010-02-26,42.0,11361.94,2.825,0,126.5522857,9.765,2010-02-01
87812,10,2010-02-26,19.0,4207.51,2.825,0,126.5522857,9.765,2010-02-01
87813,10,2010-02-26,16.0,27773.67,2.825,0,126.5522857,9.765,2010-02-01
87814,10,2010-02-26,21.0,11519.01,2.825,0,126.5522857,9.765,2010-02-01
87815,10,2010-02-26,40.0,112665.97,2.825,0,126.5522857,9.765,2010-02-01
87816,10,2010-02-26,5.0,56750.43,2.825,0,126.5522857,9.765,2010-02-01
87818,10,2010-02-26,54.0,679.0,2.825,0,126.5522857,9.765,2010-02-01
202838,22,2010-02-05,42.0,5644.82,2.788,0,135.3524608,8.283,2010-02-01
202839,22,2010-02-05,52.0,1539.77,2.788,0,135.3524608,8.283,2010-02-01
202840,22,2010-02-05,90.0,25245.69,2.788,0,135.3524608,8.283,2010-02-01
202861,22,2010-02-05,67.0,13129.68,2.788,0,135.3524608,8.283,2010-02-01
202862,22,2010-02-05,91.0,28423.28,2.788,0,135.3524608,8.283,2010-02-01
202863,22,2010-02-05,14.0,20553.97,2.788,0,135.3524608,8.283,2010-02-01
202864,22,2010-02-05,30.0,4527.5,2.788,0,135.3524608,8.283,2010-02-01
202865,22,2010-02-05,93.0,2543.28,2.788,0,135.3524608,8.283,2010-02-01
202866,22,2010-02-05,45.0,55.31,2.788,0,135.3524608,8.283,2010-02-01
202867,22,2010-02-05,27.0,2666.88,2.788,0,135.3524608,8.283,2010-02-01
202868,22,2010-02-05,17.0,17470.12,2.788,0,135.3524608,8.283,2010-02-01
202869,22,2010-02-05,74.0,19284.24,2.788,0,135.3524608,8.283,2010-02-01
202870,22,2010-02-05,18.0,5544.4,2.788,0,135.3524608,8.283,2010-02-01
202871,22,2010-02-05,80.0,1445.48,2.788,0,135.3524608,8.283,2010-02-01
202872,22,2010-02-05,5.0,21893.91,2.788,0,135.3524608,8.283,2010-02-01
202873,22,2010-02-05,4.0,32754.56,2.788,0,135.3524608,8.283,2010-02-01
202874,22,2010-02-05,24.0,7618.17,2.788,0,135.3524608,8.283,2010-02-01
202875,22,2010-02-05,82.0,14109.19,2.788,0,135.3524608,8.283,2010-02-01
202860,22,2010-02-05,16.0,3781.94,2.788,0,135.3524608,8.283,2010-02-01
202859,22,2010-02-05,98.0,150.75,2.788,0,135.3524608,8.283,2010-02-01
202858,22,2010-02-05,87.0,15031.98,2.788,0,135.3524608,8.283,2010-02-01
202857,22,2010-02-05,71.0,7564.97,2.788,0,135.3524608,8.283,2010-02-01
202841,22,2010-02-05,51.0,12.67,2.788,0,135.3524608,8.283,2010-02-01
202842,22,2010-02-05,29.0,6616.33,2.788,0,135.3524608,8.283,2010-02-01
202843,22,2010-02-05,8.0,40496.73,2.788,0,135.3524608,8.283,2010-02-01
202844,22,2010-02-05,44.0,5891.52,2.788,0,135.3524608,8.283,2010-02-01
202845,22,2010-02-05,31.0,2249.5,2.788,0,135.3524608,8.283,2010-02-01
202846,22,2010-02-05,95.0,59542.69,2.788,0,135.3524608,8.283,2010-02-01
202847,22,2010-02-05,2.0,51334.84,2.788,0,135.3524608,8.283,2010-02-01
87801,10,2010-02-26,59.0,1695.01,2.825,0,126.5522857,9.765,2010-02-01
202848,22,2010-02-05,12.0,4027.77,2.788,0,135.3524608,8.283,2010-02-01
202850,22,2010-02-05,35.0,2649.0,2.788,0,135.3524608,8.283,2010-02-01
202851,22,2010-02-05,79.0,19110.66,2.788,0,135.3524608,8.283,2010-02-01
202852,22,2010-02-05,97.0,5867.02,2.788,0,135.3524608,8.283,2010-02-01
202853,22,2010-02-05,60.0,316.8,2.788,0,135.3524608,8.283,2010-02-01
202854,22,2010-02-05,38.0,65423.3,2.788,0,135.3524608,8.283,2010-02-01
202855,22,2010-02-05,22.0,15886.79,2.788,0,135.3524608,8.283,2010-02-01
202856,22,2010-02-05,92.0,56676.95,2.788,0,135.3524608,8.283,2010-02-01
202849,22,2010-02-05,33.0,8109.6,2.788,0,135.3524608,8.283,2010-02-01
87800,10,2010-02-26,55.0,24371.77,2.825,0,126.5522857,9.765,2010-02-01
87799,10,2010-02-26,74.0,51432.22,2.825,0,126.5522857,9.765,2010-02-01
87798,10,2010-02-26,20.0,17553.21,2.825,0,126.5522857,9.765,2010-02-01
87744,10,2010-02-19,20.0,18093.57,2.915,0,126.5262857,9.765,2010-02-01
87745,10,2010-02-19,8.0,92709.52,2.915,0,126.5262857,9.765,2010-02-01
87746,10,2010-02-19,40.0,111314.39,2.915,0,126.5262857,9.765,2010-02-01
87747,10,2010-02-19,24.0,15928.15,2.915,0,126.5262857,9.765,2010-02-01
87748,10,2010-02-26,96.0,9830.56,2.825,0,126.5522857,9.765,2010-02-01
87749,10,2010-02-26,47.0,598.0,2.825,0,126.5522857,9.765,2010-02-01
87750,10,2010-02-26,34.0,51278.37,2.825,0,126.5522857,9.765,2010-02-01
87751,10,2010-02-26,17.0,31175.51,2.825,0,126.5522857,9.765,2010-02-01
87752,10,2010-02-26,2.0,120292.15,2.825,0,126.5522857,9.765,2010-02-01
87753,10,2010-02-26,4.0,51206.84,2.825,0,126.5522857,9.765,2010-02-01
87754,10,2010-02-26,98.0,24.5,2.825,0,126.5522857,9.765,2010-02-01
87755,10,2010-02-26,35.0,6436.6,2.825,0,126.5522857,9.765,2010-02-01
87756,10,2010-02-26,13.0,71517.99,2.825,0,126.5522857,9.765,2010-02-01
87757,10,2010-02-26,83.0,252.28,2.825,0,126.5522857,9.765,2010-02-01
87758,10,2010-02-26,3.0,28366.97,2.825,0,126.5522857,9.765,2010-02-01
87743,10,2010-02-19,41.0,3329.42,2.915,0,126.5262857,9.765,2010-02-01
87742,10,2010-02-19,22.0,32871.46,2.915,0,126.5262857,9.765,2010-02-01
87741,10,2010-02-19,23.0,67510.76,2.915,0,126.5262857,9.765,2010-02-01
87740,10,2010-02-19,21.0,11638.23,2.915,0,126.5262857,9.765,2010-02-01
87724,10,2010-02-19,52.0,6429.0,2.915,0,126.5262857,9.765,2010-02-01
87725,10,2010-02-19,19.0,3617.85,2.915,0,126.5262857,9.765,2010-02-01
87726,10,2010-02-19,26.0,22654.98,2.915,0,126.5262857,9.765,2010-02-01
87727,10,2010-02-19,74.0,55320.64,2.915,0,126.5262857,9.765,2010-02-01
87728,10,2010-02-19,50.0,4620.0,2.915,0,126.5262857,9.765,2010-02-01
87729,10,2010-02-19,37.0,4663.42,2.915,0,126.5262857,9.765,2010-02-01
87730,10,2010-02-19,67.0,21433.52,2.915,0,126.5262857,9.765,2010-02-01
87759,10,2010-02-26,30.0,15177.5,2.825,0,126.5522857,9.765,2010-02-01
87731,10,2010-02-19,6.0,15596.01,2.915,0,126.5262857,9.765,2010-02-01
87733,10,2010-02-19,93.0,1322.86,2.915,0,126.5262857,9.765,2010-02-01
87734,10,2010-02-19,10.0,51199.72,2.915,0,126.5262857,9.765,2010-02-01
87735,10,2010-02-19,82.0,20616.9,2.915,0,126.5262857,9.765,2010-02-01
87736,10,2010-02-19,51.0,57.76,2.915,0,126.5262857,9.765,2010-02-01
87737,10,2010-02-19,42.0,12553.63,2.915,0,126.5262857,9.765,2010-02-01
87738,10,2010-02-19,49.0,22622.02,2.915,0,126.5262857,9.765,2010-02-01
87739,10,2010-02-19,54.0,789.0,2.915,0,126.5262857,9.765,2010-02-01
87732,10,2010-02-19,72.0,184982.01,2.915,0,126.5262857,9.765,2010-02-01
202876,22,2010-02-05,40.0,57785.83,2.788,0,135.3524608,8.283,2010-02-01
87760,10,2010-02-26,33.0,15121.49,2.825,0,126.5522857,9.765,2010-02-01
87762,10,2010-02-26,97.0,5653.97,2.825,0,126.5522857,9.765,2010-02-01
87783,10,2010-02-26,27.0,5176.94,2.825,0,126.5522857,9.765,2010-02-01
87784,10,2010-02-26,25.0,22930.25,2.825,0,126.5522857,9.765,2010-02-01
87785,10,2010-02-26,91.0,13372.08,2.825,0,126.5522857,9.765,2010-02-01
87786,10,2010-02-26,6.0,14217.19,2.825,0,126.5522857,9.765,2010-02-01
87787,10,2010-02-26,29.0,15933.49,2.825,0,126.5522857,9.765,2010-02-01
87788,10,2010-02-26,72.0,186002.43,2.825,0,126.5522857,9.765,2010-02-01
87789,10,2010-02-26,49.0,21852.62,2.825,0,126.5522857,9.765,2010-02-01
87790,10,2010-02-26,52.0,6542.55,2.825,0,126.5522857,9.765,2010-02-01
87791,10,2010-02-26,85.0,3312.7,2.825,0,126.5522857,9.765,2010-02-01
87792,10,2010-02-26,45.0,62.73,2.825,0,126.5522857,9.765,2010-02-01
87793,10,2010-02-26,78.0,36.0,2.825,0,126.5522857,9.765,2010-02-01
87794,10,2010-02-26,7.0,49807.58,2.825,0,126.5522857,9.765,2010-02-01
87795,10,2010-02-26,38.0,87217.6,2.825,0,126.5522857,9.765,2010-02-01
87796,10,2010-02-26,87.0,21536.65,2.825,0,126.5522857,9.765,2010-02-01
87797,10,2010-02-26,50.0,3855.0,2.825,0,126.5522857,9.765,2010-02-01
87782,10,2010-02-26,9.0,53330.55,2.825,0,126.5522857,9.765,2010-02-01
87781,10,2010-02-26,81.0,11422.28,2.825,0,126.5522857,9.765,2010-02-01
87780,10,2010-02-26,60.0,440.0,2.825,0,126.5522857,9.765,2010-02-01
87779,10,2010-02-26,48.0,2622.0,2.825,0,126.5522857,9.765,2010-02-01
87763,10,2010-02-26,14.0,49829.71,2.825,0,126.5522857,9.765,2010-02-01
87764,10,2010-02-26,90.0,16752.37,2.825,0,126.5522857,9.765,2010-02-01
87765,10,2010-02-26,28.0,1826.56,2.825,0,126.5522857,9.765,2010-02-01
87766,10,2010-02-26,46.0,52614.65,2.825,0,126.5522857,9.765,2010-02-01
87767,10,2010-02-26,56.0,856.35,2.825,0,126.5522857,9.765,2010-02-01
87768,10,2010-02-26,23.0,65713.39,2.825,0,126.5522857,9.765,2010-02-01
87769,10,2010-02-26,1.0,33601.22,2.825,0,126.5522857,9.765,2010-02-01
87761,10,2010-02-26,31.0,7444.94,2.825,0,126.5522857,9.765,2010-02-01
87770,10,2010-02-26,32.0,26146.67,2.825,0,126.5522857,9.765,2010-02-01
87772,10,2010-02-26,37.0,4320.63,2.825,0,126.5522857,9.765,2010-02-01
87773,10,2010-02-26,95.0,75904.32,2.825,0,126.5522857,9.765,2010-02-01
87774,10,2010-02-26,18.0,916.25,2.825,0,126.5522857,9.765,2010-02-01
87775,10,2010-02-26,93.0,1387.3,2.825,0,126.5522857,9.765,2010-02-01
87776,10,2010-02-26,51.0,72.66,2.825,0,126.5522857,9.765,2010-02-01
87777,10,2010-02-26,12.0,11058.9,2.825,0,126.5522857,9.765,2010-02-01
87778,10,2010-02-26,92.0,52140.66,2.825,0,126.5522857,9.765,2010-02-01
87771,10,2010-02-26,11.0,29268.91,2.825,0,126.5522857,9.765,2010-02-01
202877,22,2010-02-05,11.0,12140.93,2.788,0,135.3524608,8.283,2010-02-01
202878,22,2010-02-05,6.0,5377.41,2.788,0,135.3524608,8.283,2010-02-01
202879,22,2010-02-05,55.0,13538.84,2.788,0,135.3524608,8.283,2010-02-01
202978,22,2010-02-19,3.0,9399.87,2.747,0,135.4657781,8.283,2010-02-01
202979,22,2010-02-19,59.0,654.52,2.747,0,135.4657781,8.283,2010-02-01
202980,22,2010-02-19,16.0,4144.83,2.747,0,135.4657781,8.283,2010-02-01
202981,22,2010-02-19,98.0,41.25,2.747,0,135.4657781,8.283,2010-02-01
202982,22,2010-02-19,10.0,17835.16,2.747,0,135.4657781,8.283,2010-02-01
202983,22,2010-02-19,33.0,6807.6,2.747,0,135.4657781,8.283,2010-02-01
202984,22,2010-02-19,12.0,3617.14,2.747,0,135.4657781,8.283,2010-02-01
202985,22,2010-02-19,18.0,10451.49,2.747,0,135.4657781,8.283,2010-02-01
202986,22,2010-02-19,82.0,13347.77,2.747,0,135.4657781,8.283,2010-02-01
202987,22,2010-02-19,40.0,55734.66,2.747,0,135.4657781,8.283,2010-02-01
202988,22,2010-02-19,32.0,9637.5,2.747,0,135.4657781,8.283,2010-02-01
202989,22,2010-02-19,60.0,343.2,2.747,0,135.4657781,8.283,2010-02-01
202990,22,2010-02-19,81.0,13294.72,2.747,0,135.4657781,8.283,2010-02-01
202991,22,2010-02-19,51.0,17.48,2.747,0,135.4657781,8.283,2010-02-01
202992,22,2010-02-19,94.0,1240.0,2.747,0,135.4657781,8.283,2010-02-01
202977,22,2010-02-19,27.0,2353.92,2.747,0,135.4657781,8.283,2010-02-01
202976,22,2010-02-19,90.0,21954.34,2.747,0,135.4657781,8.283,2010-02-01
202975,22,2010-02-19,17.0,17793.43,2.747,0,135.4657781,8.283,2010-02-01
202974,22,2010-02-19,34.0,20821.0,2.747,0,135.4657781,8.283,2010-02-01
202958,22,2010-02-12,83.0,1288.5,2.771,1,135.4113076,8.283,2010-02-01
202959,22,2010-02-12,6.0,6825.2,2.771,1,135.4113076,8.283,2010-02-01
202960,22,2010-02-12,21.0,6191.29,2.771,1,135.4113076,8.283,2010-02-01
202961,22,2010-02-19,29.0,7582.6,2.747,0,135.4657781,8.283,2010-02-01
202962,22,2010-02-19,1.0,23035.7,2.747,0,135.4657781,8.283,2010-02-01
202963,22,2010-02-19,14.0,20113.78,2.747,0,135.4657781,8.283,2010-02-01
202964,22,2010-02-19,2.0,50842.39,2.747,0,135.4657781,8.283,2010-02-01
202993,22,2010-02-19,87.0,13061.22,2.747,0,135.4657781,8.283,2010-02-01
202965,22,2010-02-19,92.0,47680.34,2.747,0,135.4657781,8.283,2010-02-01
202967,22,2010-02-19,28.0,1133.24,2.747,0,135.4657781,8.283,2010-02-01
202968,22,2010-02-19,26.0,7789.71,2.747,0,135.4657781,8.283,2010-02-01
202969,22,2010-02-19,93.0,1646.97,2.747,0,135.4657781,8.283,2010-02-01
202970,22,2010-02-19,30.0,4201.01,2.747,0,135.4657781,8.283,2010-02-01
202971,22,2010-02-19,19.0,1.0,2.747,0,135.4657781,8.283,2010-02-01
202972,22,2010-02-19,67.0,15316.46,2.747,0,135.4657781,8.283,2010-02-01
202973,22,2010-02-19,9.0,17847.71,2.747,0,135.4657781,8.283,2010-02-01
202966,22,2010-02-19,23.0,22376.76,2.747,0,135.4657781,8.283,2010-02-01
202957,22,2010-02-12,42.0,6251.74,2.771,1,135.4113076,8.283,2010-02-01
202994,22,2010-02-19,80.0,1053.74,2.747,0,135.4657781,8.283,2010-02-01
202996,22,2010-02-19,91.0,22719.07,2.747,0,135.4657781,8.283,2010-02-01
203017,22,2010-02-19,83.0,1161.2,2.747,0,135.4657781,8.283,2010-02-01
203018,22,2010-02-19,38.0,57065.04,2.747,0,135.4657781,8.283,2010-02-01
203019,22,2010-02-19,71.0,7419.44,2.747,0,135.4657781,8.283,2010-02-01
203020,22,2010-02-19,72.0,87875.74,2.747,0,135.4657781,8.283,2010-02-01
203021,22,2010-02-19,20.0,8411.25,2.747,0,135.4657781,8.283,2010-02-01
203022,22,2010-02-19,8.0,36110.0,2.747,0,135.4657781,8.283,2010-02-01
203023,22,2010-02-19,55.0,20475.94,2.747,0,135.4657781,8.283,2010-02-01
203024,22,2010-02-19,58.0,2955.0,2.747,0,135.4657781,8.283,2010-02-01
203025,22,2010-02-19,6.0,5806.9,2.747,0,135.4657781,8.283,2010-02-01
203026,22,2010-02-19,79.0,19554.4,2.747,0,135.4657781,8.283,2010-02-01
203027,22,2010-02-19,22.0,15980.89,2.747,0,135.4657781,8.283,2010-02-01
203028,22,2010-02-19,35.0,2241.0,2.747,0,135.4657781,8.283,2010-02-01
203029,22,2010-02-19,4.0,26549.99,2.747,0,135.4657781,8.283,2010-02-01
203030,22,2010-02-19,25.0,6157.0,2.747,0,135.4657781,8.283,2010-02-01
203031,22,2010-02-26,14.0,16665.69,2.753,0,135.5195191,8.283,2010-02-01
203016,22,2010-02-19,36.0,110.0,2.747,0,135.4657781,8.283,2010-02-01
203015,22,2010-02-19,13.0,34631.53,2.747,0,135.4657781,8.283,2010-02-01
203014,22,2010-02-19,5.0,32180.92,2.747,0,135.4657781,8.283,2010-02-01
203013,22,2010-02-19,45.0,62.82,2.747,0,135.4657781,8.283,2010-02-01
202997,22,2010-02-19,7.0,21501.16,2.747,0,135.4657781,8.283,2010-02-01
202998,22,2010-02-19,74.0,18849.71,2.747,0,135.4657781,8.283,2010-02-01
202999,22,2010-02-19,21.0,5420.77,2.747,0,135.4657781,8.283,2010-02-01
203000,22,2010-02-19,56.0,1003.0,2.747,0,135.4657781,8.283,2010-02-01
203001,22,2010-02-19,46.0,20897.71,2.747,0,135.4657781,8.283,2010-02-01
203002,22,2010-02-19,85.0,2257.98,2.747,0,135.4657781,8.283,2010-02-01
203003,22,2010-02-19,42.0,6543.0,2.747,0,135.4657781,8.283,2010-02-01
202995,22,2010-02-19,44.0,4695.45,2.747,0,135.4657781,8.283,2010-02-01
203004,22,2010-02-19,11.0,11352.92,2.747,0,135.4657781,8.283,2010-02-01
203006,22,2010-02-19,31.0,2046.0,2.747,0,135.4657781,8.283,2010-02-01
203007,22,2010-02-19,47.0,398.0,2.747,0,135.4657781,8.283,2010-02-01
203008,22,2010-02-19,41.0,600.0,2.747,0,135.4657781,8.283,2010-02-01
203009,22,2010-02-19,24.0,5844.34,2.747,0,135.4657781,8.283,2010-02-01
203010,22,2010-02-19,95.0,50818.94,2.747,0,135.4657781,8.283,2010-02-01
203011,22,2010-02-19,54.0,132.0,2.747,0,135.4657781,8.283,2010-02-01
203012,22,2010-02-19,52.0,1219.21,2.747,0,135.4657781,8.283,2010-02-01
203005,22,2010-02-19,97.0,4246.78,2.747,0,135.4657781,8.283,2010-02-01
29568,4,2010-02-05,81.0,29863.11,2.598,0,126.4420645,8.623,2010-02-01
202956,22,2010-02-12,79.0,17959.42,2.771,1,135.4113076,8.283,2010-02-01
202954,22,2010-02-12,55.0,16509.63,2.771,1,135.4113076,8.283,2010-02-01
202900,22,2010-02-12,17.0,17336.23,2.771,1,135.4113076,8.283,2010-02-01
202901,22,2010-02-12,18.0,12609.0,2.771,1,135.4113076,8.283,2010-02-01
202902,22,2010-02-12,9.0,17252.47,2.771,1,135.4113076,8.283,2010-02-01
202903,22,2010-02-12,98.0,629.75,2.771,1,135.4113076,8.283,2010-02-01
202904,22,2010-02-12,2.0,48267.27,2.771,1,135.4113076,8.283,2010-02-01
202905,22,2010-02-12,93.0,2166.73,2.771,1,135.4113076,8.283,2010-02-01
202906,22,2010-02-12,14.0,20283.91,2.771,1,135.4113076,8.283,2010-02-01
202907,22,2010-02-12,91.0,25507.46,2.771,1,135.4113076,8.283,2010-02-01
202908,22,2010-02-12,4.0,26260.15,2.771,1,135.4113076,8.283,2010-02-01
202909,22,2010-02-12,27.0,2012.88,2.771,1,135.4113076,8.283,2010-02-01
202910,22,2010-02-12,13.0,32519.99,2.771,1,135.4113076,8.283,2010-02-01
202911,22,2010-02-12,78.0,13.0,2.771,1,135.4113076,8.283,2010-02-01
202912,22,2010-02-12,32.0,7548.84,2.771,1,135.4113076,8.283,2010-02-01
202913,22,2010-02-12,74.0,17002.81,2.771,1,135.4113076,8.283,2010-02-01
202914,22,2010-02-12,26.0,7576.94,2.771,1,135.4113076,8.283,2010-02-01
202899,22,2010-02-12,38.0,67649.77,2.771,1,135.4113076,8.283,2010-02-01
202898,22,2010-02-12,34.0,18936.0,2.771,1,135.4113076,8.283,2010-02-01
202897,22,2010-02-12,72.0,96998.5,2.771,1,135.4113076,8.283,2010-02-01
202896,22,2010-02-12,30.0,4598.99,2.771,1,135.4113076,8.283,2010-02-01
202880,22,2010-02-05,81.0,16872.48,2.788,0,135.3524608,8.283,2010-02-01
202881,22,2010-02-05,26.0,7548.24,2.788,0,135.3524608,8.283,2010-02-01
202882,22,2010-02-05,58.0,5871.0,2.788,0,135.3524608,8.283,2010-02-01
202883,22,2010-02-05,10.0,17305.14,2.788,0,135.3524608,8.283,2010-02-01
202884,22,2010-02-05,41.0,553.0,2.788,0,135.3524608,8.283,2010-02-01
202885,22,2010-02-05,28.0,1573.92,2.788,0,135.3524608,8.283,2010-02-01
202886,22,2010-02-05,54.0,150.0,2.788,0,135.3524608,8.283,2010-02-01
202915,22,2010-02-12,95.0,54513.23,2.771,1,135.4113076,8.283,2010-02-01
202887,22,2010-02-05,25.0,6398.0,2.788,0,135.3524608,8.283,2010-02-01
202889,22,2010-02-05,83.0,1467.8,2.788,0,135.3524608,8.283,2010-02-01
202890,22,2010-02-05,72.0,95843.33,2.788,0,135.3524608,8.283,2010-02-01
202891,22,2010-02-05,20.0,8260.19,2.788,0,135.3524608,8.283,2010-02-01
202892,22,2010-02-12,94.0,252.5,2.771,1,135.4113076,8.283,2010-02-01
202893,22,2010-02-12,29.0,8112.02,2.771,1,135.4113076,8.283,2010-02-01
202894,22,2010-02-12,3.0,9523.44,2.771,1,135.4113076,8.283,2010-02-01
202895,22,2010-02-12,1.0,36372.35,2.771,1,135.4113076,8.283,2010-02-01
202888,22,2010-02-05,56.0,380.0,2.788,0,135.3524608,8.283,2010-02-01
202955,22,2010-02-12,58.0,5466.0,2.771,1,135.4113076,8.283,2010-02-01
202916,22,2010-02-12,36.0,296.0,2.771,1,135.4113076,8.283,2010-02-01
202918,22,2010-02-12,82.0,12996.26,2.771,1,135.4113076,8.283,2010-02-01
202939,22,2010-02-12,31.0,2244.25,2.771,1,135.4113076,8.283,2010-02-01
202940,22,2010-02-12,12.0,3262.54,2.771,1,135.4113076,8.283,2010-02-01
202941,22,2010-02-12,10.0,16301.99,2.771,1,135.4113076,8.283,2010-02-01
202942,22,2010-02-12,8.0,37039.3,2.771,1,135.4113076,8.283,2010-02-01
202943,22,2010-02-12,28.0,1317.77,2.771,1,135.4113076,8.283,2010-02-01
202944,22,2010-02-12,52.0,1531.18,2.771,1,135.4113076,8.283,2010-02-01
202945,22,2010-02-12,20.0,5762.83,2.771,1,135.4113076,8.283,2010-02-01
202946,22,2010-02-12,11.0,12793.45,2.771,1,135.4113076,8.283,2010-02-01
202947,22,2010-02-12,46.0,20313.45,2.771,1,135.4113076,8.283,2010-02-01
202948,22,2010-02-12,41.0,742.0,2.771,1,135.4113076,8.283,2010-02-01
202949,22,2010-02-12,87.0,14597.2,2.771,1,135.4113076,8.283,2010-02-01
202950,22,2010-02-12,24.0,7436.09,2.771,1,135.4113076,8.283,2010-02-01
202951,22,2010-02-12,35.0,1966.0,2.771,1,135.4113076,8.283,2010-02-01
202952,22,2010-02-12,7.0,20392.01,2.771,1,135.4113076,8.283,2010-02-01
202953,22,2010-02-12,54.0,47.0,2.771,1,135.4113076,8.283,2010-02-01
202938,22,2010-02-12,22.0,14436.21,2.771,1,135.4113076,8.283,2010-02-01
202937,22,2010-02-12,71.0,6788.06,2.771,1,135.4113076,8.283,2010-02-01
202936,22,2010-02-12,44.0,5347.77,2.771,1,135.4113076,8.283,2010-02-01
202935,22,2010-02-12,25.0,6732.0,2.771,1,135.4113076,8.283,2010-02-01
202919,22,2010-02-12,56.0,1258.0,2.771,1,135.4113076,8.283,2010-02-01
202920,22,2010-02-12,23.0,25185.19,2.771,1,135.4113076,8.283,2010-02-01
202921,22,2010-02-12,90.0,22971.18,2.771,1,135.4113076,8.283,2010-02-01
202922,22,2010-02-12,81.0,14738.43,2.771,1,135.4113076,8.283,2010-02-01
202923,22,2010-02-12,92.0,48682.59,2.771,1,135.4113076,8.283,2010-02-01
202924,22,2010-02-12,51.0,36.92,2.771,1,135.4113076,8.283,2010-02-01
202925,22,2010-02-12,59.0,457.51,2.771,1,135.4113076,8.283,2010-02-01
202917,22,2010-02-12,40.0,51166.37,2.771,1,135.4113076,8.283,2010-02-01
202926,22,2010-02-12,80.0,1524.96,2.771,1,135.4113076,8.283,2010-02-01
202928,22,2010-02-12,5.0,28345.21,2.771,1,135.4113076,8.283,2010-02-01
202929,22,2010-02-12,67.0,19844.95,2.771,1,135.4113076,8.283,2010-02-01
202930,22,2010-02-12,33.0,7173.77,2.771,1,135.4113076,8.283,2010-02-01
202931,22,2010-02-12,19.0,1.0,2.771,1,135.4113076,8.283,2010-02-01
202932,22,2010-02-12,97.0,4837.04,2.771,1,135.4113076,8.283,2010-02-01
202933,22,2010-02-12,85.0,2223.45,2.771,1,135.4113076,8.283,2010-02-01
202934,22,2010-02-12,60.0,299.2,2.771,1,135.4113076,8.283,2010-02-01
202927,22,2010-02-12,16.0,7046.11,2.771,1,135.4113076,8.283,2010-02-01
87723,10,2010-02-19,71.0,22492.0,2.915,0,126.5262857,9.765,2010-02-01
29567,4,2010-02-05,22.0,19300.76,2.598,0,126.4420645,8.623,2010-02-01
29565,4,2010-02-05,16.0,7437.73,2.598,0,126.4420645,8.623,2010-02-01
212609,23,2010-02-12,54.0,911.0,2.771,1,131.5866129,5.892,2010-02-01
212610,23,2010-02-12,94.0,1898.46,2.771,1,131.5866129,5.892,2010-02-01
212611,23,2010-02-12,50.0,9901.0,2.771,1,131.5866129,5.892,2010-02-01
212612,23,2010-02-12,52.0,4826.11,2.771,1,131.5866129,5.892,2010-02-01
212613,23,2010-02-12,30.0,10083.15,2.771,1,131.5866129,5.892,2010-02-01
212614,23,2010-02-12,45.0,86.87,2.771,1,131.5866129,5.892,2010-02-01
212615,23,2010-02-12,34.0,28681.0,2.771,1,131.5866129,5.892,2010-02-01
212616,23,2010-02-12,93.0,1048.74,2.771,1,131.5866129,5.892,2010-02-01
212617,23,2010-02-12,26.0,14331.3,2.771,1,131.5866129,5.892,2010-02-01
212618,23,2010-02-12,36.0,1449.5,2.771,1,131.5866129,5.892,2010-02-01
212619,23,2010-02-12,4.0,24528.12,2.771,1,131.5866129,5.892,2010-02-01
212620,23,2010-02-12,24.0,10411.93,2.771,1,131.5866129,5.892,2010-02-01
